1394478024.09, 15:00 on Mar 10 201473.1, 20, 29.85, 30, 0.00
1394481624.44, 16:00 on Mar 10 201474.0, 19, 29.81, 29, 0.00
1394485224.87, 17:00 on Mar 10 201475.0, 20, 29.81, 31, 0.00
1394488824.96, 18:00 on Mar 10 201470.1, 23, 29.81, 31, 0.00
1394492425.43, 19:00 on Mar 10 201467.1, 27, 29.81, 32, 0.00
1394496026.32, 20:00 on Mar 10 201462.5, 33, 29.81, 33, 0.00
1394499626.6, 21:00 on Mar 10 201460.4, 37, 29.82, 34, 0.00
1394551674.05, 11:27 on Mar 11 201471.1, 35, 29.81, 42, 0.00
1394555273.49, 12:27 on Mar 11 201473.7, 32, 29.80, 42, 0.00
1394558873.39, 13:27 on Mar 11 201477.1, 28, 29.77, 42, 0.00
1394562473.49, 14:27 on Mar 11 201479.1, 25, 29.73, 40, 0.00
1394566073.61, 15:27 on Mar 11 201479.8, 25, 29.69, 41, 0.00
1394569673.0, 16:27 on Mar 11 201479.9, 22, 29.68, 38, 0.00
1394573273.11, 17:27 on Mar 11 201479.0, 23, 29.67, 38, 0.00
1394576874.09, 18:27 on Mar 11 201475.5, 25, 29.67, 37, 0.00
1394580474.31, 19:27 on Mar 11 201470.8, 31, 29.67, 39, 0.00
1394584073.95, 20:27 on Mar 11 201466.6, 38, 29.69, 40, 0.00
1394623103.06, 07:18 on Mar 12 201458.6, 72, 29.57, 50, 0.00
1394626702.89, 08:18 on Mar 12 201459.6, 73, 29.57, 51, 0.00
1394630302.93, 09:18 on Mar 12 201462.2, 72, 29.55, 53, 0.00
1394633902.59, 10:18 on Mar 12 201461.9, 81, 29.54, 56, 0.00
1394637502.72, 11:18 on Mar 12 201467.9, 71, 29.50, 58, 0.00
1394641102.89, 12:18 on Mar 12 201465.6, 74, 29.46, 57, 0.00
1394644703.07, 13:18 on Mar 12 201465.3, 76, 29.44, 58, 0.00
1394648302.38, 14:18 on Mar 12 201463.9, 80, 29.39, 58, 0.00
